Kennzeichen,Beispiel
BRA,Lichtmessgerät
BRA,Lichtsender
BRA,Photozelle
BRB,"Strahlungserkennungsobjekt für sichtbare elektromagnetische Wellen, mit Booleschem Ausgang"
BRB,Lichtdetektor
BRB,Lichtschranke
BRB,linienförmigerdetektor
BRB,Dämmungsschalter
BRB,Luxsensor
BRC,"Strahlungserkennungsobjekt für nicht sichtbare elektromagnetische Wellen, mit Skalarausgang"
BRC,Messgerät für elektromagnetische Wellen
BRC,Irsensor
BRC,Radarsensor
BRC,Uvsensor
BRD,"Strahlungserkennungsobjekt für nicht sichtbare elektromagnetische Wellen, mit Booleschem Ausgang"
BRD,Elektromagnetwellendetektor
BRD,Gammastrahlendetektor
BRE,"Strahlungserkennungsobjekt für nukleare Partikel, mit Skalarausgang"
BRE,Strahlungsmessgerät
BRE,Geigermesser
BRF,"Strahlungserkennungsobjekt für nukleare Partikel, mit Booleschem Ausgang"
BRF,Strahlungsdetektor
BS,Erkennungsobjekt für Zeitbereich
BS,Zeitbereicherkennungsobjekt
BSA,"Zeitbereicherkennungsobjekt für nicht rotierende Takte, mit Skalarausgang"
BSA,Taktratenmesswertgeber
BSA,Taktratensensor
BSA,Frequenzmesswertgeber
BSB,"Zeitbereicherkennungsobjekt für nicht rotierende Takte, mit Booleschem Ausgang"
BSB,Taktratenerkennungsschalter
BSC,"Zeitbereicherkennungsobjekt für Abstände, mit Skalarausgang"
BSC,Geschwindigkeitsmesswertgeber
BSC,Bewegungssender
BSC,Geschwindigkeitssensor
BSD,"Zeitbereicherkennungsobjekt für Abstände, mit Booleschem Ausgang"
BSD,Geschwindigkeitserkennungsschalter
BSD,Bewegungsdetektor
BSE,"Zeitbereicherkennungsobjekt für Rotationen, mit Skalarausgang"
BSE,Drehzahlmesswertgeber
BSE,Rotationsgeschwindigkeitssensor
BSF,"Zeitbereicherkennungsobjekt für Rotationen, mit Booleschem Ausgang"
BSF,Rotationsgeschwindigkeitsrelais
BSG,"Zeitbereicherkennungsobjekt für Geschwindigkeiten, mit Skalarausgang"
BSG,Beschleunigungsmesswertgeber
BSG,Seismischer Sensor
BSH,"Zeitbereicherkennungsobjekt für Geschwindigkeiten, mit Booleschem Ausgang"
BSH,Stoßindikator
BSH,Seismischer Schalter
BSH,Vibrationsschalter
BT,Erkennungsobjekt für Temperatur
BT,Temperaturerkennungsobjekt
BTA,"Temperaturerkennungsobjekt, mit Skalarausgang"
BTA,Temperaturmesswertgeber
BTA,Temperatursensor
BTB,"Temperaturerkennungsobjekt, mit Booleschem Ausgang"
BTB,Temperaturschalter
BTB,Temperaturdetektor
BU,Erkennungsobjekt für mehrere Mengen
BU,Mehrfacherkennungsobjekt
BUA,"Mehrfacherkennungsobjekt, mit Skalarausgang"
BUA,Mehrfachmesssensor
BUA,Multimeter
BUB,"Mehrfacherkennungsobjekt, mit Booleschem Ausgang"
BUB,Mehrfachdetektor
BUB,Buchholzrelais
BUB,Distanzschutzrelais
BUB,Impedanzschutzrelais
BUB,Gegenphasenfolgerelais
BW,"Erkennungsobjekt für Gewicht, Kraft oder Drehmoment"
BW,Krafterkennungsobjekt
BWA,"Krafterkennungsobjekt für Gewicht, mit Skalarausgang"
BWA,Gewichtmesswertgeber
BWA,Wägezelle
BWA,Gewichtssensor
BWB,"Krafterkennungsobjekt für Gewicht, mit Booleschem Ausgang"
BWB,Gewichterkennungsschalter
BWC,"Krafterkennungsobjekt für Kraft, mit Skalarausgang"
BWC,Kraftmesswertgeber
BWC,Kraftaufnehmer
BWD,"Krafterkennungsobjekt für Kraft, mit Booleschem Ausgang"
BWD,Krafterkennungsschalter
BWD,Kraftindikator
BWE,"Krafterkennungsobjekt für Drehmoment, mit Skalarausgang"
BWE,Drehmomentmesswertgeber
BWE,Drehmomentsensor
BWF,"Krafterkennungsobjekt für Drehmoment, mit Booleschem Ausgang"
BWF,Drehmomentschalter
BWF,Drehmomentindikator
BX,Erkennungsobjekt für Ton und äußeres Erscheinen
BX,Audiovisuelles Erkennungsobjekt
BXA,"Audiovisuelles Erkennungsobjekt für Schall, mit Skalarausgang"
BXA,Schallmesswertgeber
BXA,Akustiküberwachungsgerät
BXA,Mikrofon
BXB,"Audiovisuelles Erkennungsobjekt für Schall, mit Booleschem Ausgang"
BXB,Akustikindikator
BXB,Glasbruchsensor
BXC,"Audiovisuelles Erkennungsobjekt für äußeres Erscheinen, mit Skalarausgang"
BXC,Bildgeber
BXC,Kamera
BXC,Cctv
BXC,Ptzkamera
BXC,Scanner
BXC,Videokamera
BXD,"Audiovisuelles Erkennungsobjekt für visuelles Erscheinen, mit Booleschem Ausgang"
BXD,Bilderkennungsgerät
BXD,Gesichtserkennungsgerät
BXD,Fingerabdruckleser
BXD,Irisscanner
BY,Erkennungsobjekt für gespeicherte Informationen
BY,Informationserkennungsobjekt
BYA,Informationserkennungsobjekt für elektrische Verbindungen
BYA,Chiplesegerät
BYA,Chipkartenlesegerät
BYB,Informationserkennungsobjekt für elektrische Felder
BYB,Elektromagnetisches Lesegerät
BYB,Magnetstreifenlesegerät
BYB,Rfclesegerät
BYB,Rfidlesegerät
BYB,Lochstreifenlesegerät
BYC,Informationserkennungsobjekt für Licht
BYC,Optisches Lesegerät
BYC,Barcodelesegerät
BYC,Lesegerät füroptische Platten
BYC,Qrlesegerät
BZ,Erkennungsobjekt für Ereignisse oder Mengen
BZ,Ereigniserkennungsobjekt
BZA,"Ereigniserkennungsobjekt zum Erkennen der Anzahl an Ereignissen, mit Skalarausgang"
BZA,Zähler
BZB,"Ereigniserkennungsobjekt zum Erkennen eines Ereignisses, mit Booleschem Ausgang"
BZB,Schwellenwertdetektor
BZC,"Ereigniserkennungsobjekt zum Erkennen des Vorhandenseins von Menschen, mit Booleschem Ausgang"
BZC,Personendetektor
BZC,Präsenzdetektor
BZD,"Ereigniserkennungsobjekt zum Erkennen des Vorhandenseins von Stoffen, mit Booleschem Ausgang"
BZD,Stoffdetektor
CA,Speicherobjekt für elektrische Energie innerhalb eines elektrostatischen Felds
CA,Kapazitives Speicherobjekt
CAA,Kapazitives Speicherobjekt für elektrische Ladung
CAA,Kondensator
CB,Speicherobjekt für elektrische Energie innerhalb eines elektromagnetischen Felds
CB,Induktives Speicherobjekt
CBA,Induktives Speicherobjekt für induktive Ladung
CBA,Drosselspule
CC,Speicherobjekt für elektrische Energie innerhalb eines elektrochemischen Stoffes
CC,Elektrochemisches Speicherobjekt
CCA,Elektrochemisches Speicherobjekt für reversible Reaktionen
CCA,Wiederaufladbare Batterie
CF,Speicherobjekt für Informationen
CF,Informationsspeicherobjekt
CFA,Informationsspeicherobjekt auf einem Trägermedium
CFA,Informationsspeichermedium
CL,Speicherobjekt für Stoffe oder Personen innerhalb stationärer offener Umschließungen
CL,Offenes stationäres Speicherobjekt
CLA,Offenes stationäres Speicherobjekt für Flüssigkeiten
CLA,Becken
CLA,Bunker
CLA,Zisterne
CLA,Schacht
CLB,Offenes stationäres Speicherobjekt für feste Objekte
CLB,Ablagefach
CLC,Offenes stationäres Speicherobjekt für Personen
CLC,Sitz
CLC,Bett
CLC,Stuhl
CLC,Sofa
CM,Speicherobjekt für Stoffe innerhalb einer stationären geschlossenen Umschließung
CM,Geschlossenes stationäres Speicherobjekt
CMA,Geschlossenes stationäres Speicherobjekt für Flüssigkeiten
CMA,Tank
CMB,Geschlossenes stationäres Speicherobjekt für Feststoffe
CMB,Kasten
CMB,Gehäuse
CMB,Schrank
CN,Speicherobjekt für Stoffe oder Personen innerhalb beweglicher geschlossener Umschließungen
CN,Bewegliches Speicherobjekt
CNA,Bewegliches Speicherobjekt für Feststoffe oder Personen
CNA,Behälter
CNA,Eimer
CNA,Becherhebeanlage
CNA,Baggerladeschaufel
CNA,Aufzugskabine
CNB,Bewegliches Speicherobjekt für Gase
CNB,Gaszylinder
CNC,Bewegliches Speicherobjekt für Flüssigkeiten
CNC,Trommel
CP,Speicherobjekt für Wärmeenergie
CP,Wärmeenergie Speicherobjekt
CPA,Wärmeenergie Speicherobjekt Flüssigkeiten
CPA,Flüssigkeitstank
CPA,Wasserwärmer
CPB,Wärmeenergie Speicherobjekt Gase
CPB,Gastank
CPC,Wärmeenergie Speicherobjekt Feststoffe
CPC,Feststofftank
CPD,Wärmeenergie Speicherobjekt Phasenwechselmaterialien
CPD,Kristalltank
CQ,Speicherobjekt für mechanische Energie
CQ,Speicherobjekt für mechanische Energie
CQA,Objekt zum Speichern von mechanischer Energie in Form von kinetischer Energie
CQA,Schwungrad
CQB,Objekt zum Speichern von mechanischer Energie in Form von elastischer Energie
CQB,Feder
CQB,Gummiband
CQC,Objekt zum Speichern von mechanischer Energie in Form von Gravitationsenergie
CQC,Gegengewicht
CQC,angehobene Masse
EA,Aussendeobjekt für Licht
EA,Lichtobjekt
EAA,Lichtobjekt mit Elektrizität
EAA,Elektrische Leuchte
EAA,Argonlampe
EAA,Elektrolumineszenzgeräte
EAA,Leuchtstofflampe
EAA,Leuchtstoffröhre
EAA,Glühlampe
EAA,Lampe
EAA,Lampenbirne
EAA,Laser
EAA,Neonlampe
EAB,Lichtobjekt mit Gasverbrennung
EAB,Gaslampe
EAC,Lichtobjekt mit Flüssigkeitsverbrennung
EAC,Flüssigkeitslampe
EAC,Paraffinlampe
EB,Aussendeobjekt für durch elektrische Energie abgegebene Wärme
EB,Elektroheizobjekt
EBA,"Elektroheizobjekt, Wärmebereitstellung durch Flüssigkeit"
EBA,Elektrokessel
EBB,"Elektroheizobjekt, Wärmebereitstellung durch eine Oberfläche"
EBB,Elektroheizfläche
EBB,Bratplatte
EBB,Heizmatte
EBB,Sauna
EBC,"Elektroheizobjekt, Wärmebereitstellung durch Kabel"
EBC,Heizkabel
EBD,"Elektroheizobjekt, Wärmebereitstellung durch Luftgebläse"
EBD,Elektroheißluftgebläse
EBE,"Elektroheizobjekt, Wärmebereitstellung durch elektrischen Lichtbogen"
EBE,Lichtbogenheizobjekt
EBE,Lichtbogenofen
EBF,"Elektroheizobjekt, Wärmebereitstellung durch mit Stromfluss"
EBF,Induktionserwärmer
EBF,Induktionsofen
EBG,"Elektroheizobjekt, Wärmebereitstellung durch Infrarotstrahlung"
EBG,Infrarotheizung
EBH,"Elektroheizobjekt, Wärmebereitstellung durch beheizte Oberfläche"
EBH,Elektroofen
EC,Aussendeobjekt für durch elektrische Energie abgegebene Kälte
EC,Elektrokühlobjekt
ECA,Elektrokühlobjekt mit Kühloberfläche
ECA,Elektrokühloberfläche
ECB,Elektrokühlobjekt mit Luftgebläse
ECB,Elektrokaltluftgebläse
ECC,Elektrokühlobjekt mit Phasenänderung
ECC,Kompressionskältemaschine
EE,Aussendeobjekt für drahtlose Energie
EE,Drahtlosenergieobjekt
EEA,Kabelloses Stromübertragungsobjekt mit Verwendung von induktiver Kopplung
EEA,Induktive Antenne
EEB,Kabelloses Stromübertragungsobjekt mit Verwendung von Mikrowellen
EEB,Magnetron
EEB,Maser
EEB,Mikrowellenofen
EEC,Kabelloses Stromübertragungsobjekt mit Verwendung von Röntgenstrahlen
EEC,Röntgenstrahlenquelle
EED,Kabelloses Stromübertragungsobjekt mit Verwendung von Gammastrahlen
EED,Gammastrahlenquelle
EEE,Kabelloses Stromübertragungsobjekt mit Verwendung von kapazitiver Kopplung
EEE,Kapazitiver Koppler
EG,Aussendeobjekt für durch Wärmeenergie übertragene Wärme und Kälte
EG,Wärmeenergieübertragungsobjekt
EGA,WärmeenergieÜbertragungsobjekt mit Phasenänderung
EGA,Wärmepumpe
EGA,Gefriergerät
EGA,temperaturgeführteladeeinheit
EGA,Kühlschrank
EGA,Kühlcontainer
EGA,Kühlregal
EGA,reversible Wärmepumpe
EGB,WärmeenergieÜbertragungsobjekt mit PeltierEffekt
EGB,Peltierelement
EGC,WärmeenergieÜbertragungsobjekt zwischen Flüssen mit Zwischenmaterial
EGC,Wärmeaustauscher
EM,Aussendeobjekt für durch Verbrennung erzeugte Wärme
EM,Verbrennungsheizobjekt
EMA,Verbrennungsheizungsobjekt zum Beheizen von Räumen
EMA,Heizofen
EMB,Verbrennungsheizungsobjekt zum Beheizen von Flüssigkeiten
EMB,Feuerungskessel
EMC,Verbrennungsheizungsobjekt zum Erwärmen von Feststoffen
EMC,Kochplatte
EP,Aussendeobjekt für durch Wärmeenergie erzeugte Wärme
EP,Wärmeheizobjekt
EPA,Heizwärmeobjekt und Wärmebereitstellung durch eine beheizte durchlässige Oberfläche
EPA,Heizfläche
EPB,"Heizwärmeobjekt, Wärmebereitstellung durch Flüssigkeit"
EPB,Heizröhre
EPB,Heizspule
EPB,Heizrohr
EPC,"Heizwärmeobjekt, Wärmebereitstellung durch eine beheizte nicht durchlässige Oberfläche"
EPC,Heizplatte
EPC,Kondensator
EPC,Heizkörper
EPD,"Heizwärmeobjekt, Wärmebereitstellung durch Luftgebläse"
EPD,Heißluftgebläse
EQ,Aussendeobjekt für durch Wärmeenergie erzeugte Kälte
EQ,Thermalkühlobjekt
EQA,ThermalKühlobjekt zum Bereitstellen einer durchlässigen Kühlfläche
EQA,Kühloberfläche
EQB,ThermalKühlobjekt zum Bereitstellen einer nicht durchlässigen Kühlfläche
EQB,Kühlplatte
EQB,Kondensator
EQB,Kühlturm
EQB,Verdampfer
EQC,ThermalKühlobjekt mit Luftgebläse
EQC,Gebläsekühleinrichtung
EQD,ThermalKühlobjekt zum Kühlen von Flüssigkeiten
EQD,Kühler
EQE,ThermalKühlobjekt zur Erzeugung kühler Flüssigkeiten in Röhren
EQE,Kühlröhre
EQE,Kühlspule
EQE,Kühlrohr
ET,Aussendeobjekt für durch Kernspaltung erzeugte Wärme
ET,Nuklearenergie Wärmeobjekt
ETA,Nuklearbetriebenes Heizobjekt zur Erzeugung von warmem Wasser
ETA,Siedewasserreaktor
ETB,Nuklearbetriebenes Heizobjekt zur Erzeugung von Flüssigkeitsdampf
ETB,Druckwasserreaktor
ETC,Nuklearbetriebenes Heizobjekt zur Erzeugung von warmem Gas
ETC,Gasgekühlter Hochtemperaturreaktor
ETC,Kugelhaufenreaktor
EU,Aussendeobjekt für subatomare Partikel
EU,Partikelaussendeobjekt
EUA,Partikelaussendeobjekt mit Ionisierung
EUA,Plasmagenerator
EUB,Partikelaussendeobjekt ohne Ionisierung
EUB,Partikelgenerator
EUB,Alphastrahlengerät
EUB,Betastrahlengerät
EUB,Neutronenstrahlengerät
EV,Aussendeobjekt für Schallwellen
EV,Schallwellenaussendeobjekt
EVA,Schallwellenaussendendes Objekt mit Verwendung von Ultraschallfrequenzen
EVA,Sonar
EVB,Schallwellenaussendendes Objekt mit Verwendung hörbarer Frequenzen zur Geräuschreduzierung
EVB,Lautsprecher zur Geräuschunterdrückung
FA,Schutzobjekt für Überspannung
FA,Überspannungsschutzobjekt
FAA,Überspannungsschutzobjekt mit Funkenstrecke
FAA,Funkenstreckenüberspannungsableiter
FAA,Begrenzer
FAB,Überspannungsschutzobjekt mit Varistor
FAB,Varistorüberspannungsableiter
FAB,Begrenzer
FAC,Überspannungsschutzobjekt mit ZenerDiode
FAC,Zener Diode
FAC,Begrenzer
FAD,Überspannungsschutzobjekt mit Überspannungsableitung
FAD,Überspannungsableiter
FB,Schutzobjekt für Erdschlussströme
FB,Erdschlussstromschutzobjekt
FBA,"ErdschlussstromSchutzobjekt, mit dem ein elektrisches Netzwerk überwacht wird und das im Falle von Erdfehlerströmen abgeschaltet wird"
FBA,Fehlerstromschutzschalter
FBA,Geräteableitstromunterbrecher
FBA,Erdschlussschutzschalter
FBA,Erdfehlerstromschutzschalter ELCB
FBA,FI Schutzschalter
FBA,Fehlerstromschutzschalter
FBA,Fehlerstromtrennschalter RCCB
FBB,"ErdschlussstromSchutzobjekt, mit dem der Wert eines Erdfehlerstroms beschränkt wird"
FBB,Erdschlussstrombegrenzer
FBB,Neutraler Erdungsreaktor
FBB,neutraleerdungsimpedanz
FBB,Petersenspule
FC,Schutzobjekt für Überströme
FC,Überstromschutzobjekt
FCA,"Überstromschutzobjekt, das den Kreis, in dem es sich befindet, durch Unterbrechen des Stroms öffnet, wenn dieser für eine bestimmte Zeit einen bestimmten Wert überschreitet"
FCA,Sicherung
FCB,"Überstromschutzobjekt, das über die Fähigkeit verfügt, Ströme unter normalen Stromkreisbedingungen zu erzeugen, zu leiten und zu unterbrechen und Ströme unter bestimmten ungewöhnlichen Stromkreisbedingungen zu leiten und automatisch zu unterbrechen ANMERKUNG Diese Klasse ist für Schutzschalter nach der Normenreihe IEC 60898 vorgesehen."
FCB,Leistungsschutzschalter
FCC,"Überstromschutzobjekt, das den Kreis, in dem es sich befindet, durch Unterbrechen des Stroms öffnet, wenn dieser für eine bestimmte Zeit einen bestimmten Wert überschreitet"
FCC,Bimetall
FCC,Bimetallschutzschalter
FCC,thermische Überlastauslösung
FCC,thermisches Überlastrelais
FE,Schutzobjekt für elektrische und magnetische Felder
FE,Feldschutzobjekt
FEA,Feldschutzobjekt für elektrische Felder
FEA,Elektrische Feldabschirmung
FEA,Faradayscher Käfig
FEB,Feldschutzobjekt für Magnetfelder
FEB,Magnetfeldabschirmung
FEB,Mumetallische Abschirmunggegen statische oder NiedrigfrequenzMagnetfelder
FEC,Feldschutzobjekt für elektromagnetische Felder
FEC,Elektromagnetische feldabschirmung
FEC,Betonwand
FEC,Faradayscher Käfig
FEC,Bleiblock
FEC,Metallbleche
FL,Schutzobjekt für Drücke
FL,Druckschutzobjekt
FLA,"Druckschutzobjekt, das Dampf oder Flüssigkeit abgibt, wenn der Druck einen festgelegten Grenzwert überschreitet"
FLA,Sicherheitsventil
FLB,"Druckschutzobjekt, bei dem ein Luftstrom geöffnet wird, wenn sich der Druck über oder unter einem festgelegten Grenzwert befindet"
FLB,Sicherheitsklappe
FLC,"Druckschutzobjekt, mit dem ein Vakuum verhindert wird"
FLC,Rückschlagventil gegen Vakuum
FLD,"Druckschutzobjekt, das im Falle eines übermäßigen Differenzdrucks irreversibel aufgebrochen wird"
FLD,Berstplatte
FLE,"Druckschutzobjekt, das über eine Volumenausdehnung verfügt"
FLE,Expansionstank
FLE,Expansionsgefäß
FM,Schutzobjekt für Feuer
FM,Brandschutzobjekt
FMA,"Brandschutzobjekt, das bei Erkennen eines Brandes den Luftstrom unterbricht"
FMA,Brandschutzklappe
FMB,"Brandschutzobjekt, das bei Erkennen von Rauch den Luftstrom öffnet oder unterbricht"
FMB,Rauchschutzklappe
FMC,"Brandschutzobjekt, das bei Erkennen eines Brandes und bei Erkennen von Rauch den Luftstrom unterbricht"
FMC,Brand und Rauchschutzklappe
FMD,Brandschutzobjekt zur manuellen Bedienung
FMD,Feuerlöscher
FME,"Brandschutzobjekt, das bei Erkennen eines Brandes und bei Erkennen von Rauch einen Durchgang versperrt"
FME,Brandschutzblende
FMF,"Brandschutzobjekt, das einen Bereich in Rauchzonen unterteilt"
FMF,Rauchschutzvorhang
FMG,"Brandschutzobjekt, das ein Loch schließt, mit dem ein Ausbreiten eines Brandes verhindert wird"
FMG,Rauchabschottung
FMH,Brandschutzobjekt zur Oberflächenabdeckung
FMH,Brandisolierung
FMJ,Brandschutzobjekt zur Oberflächenbeschichtung
FMJ,Feuerschutzmittel
FMJ,Brandschutzmittel
FMK,Brandschutzobjekt zur Imprägnierung
FMK,Brandschutzimprägnierung
FN,Schutzobjekt für mechanische Kraft
FN,Objekt zum Schutz vor mechanischer Kraft
FNA,"Objekt zum Schutz vor mechanischer Kraft, das für eine Trennung sorgt, wenn das Drehmoment zu hoch ist"
FNA,Sicherheitskupplung
FNB,"Objekt zum Schutz vor mechanischer Kraft, zur Stoßdämpfung"
FNB,Stoßschutz
FNB,Kabelschutz
FQ,Schutzobjekt durch Barriere oder Hindernis
FQ,Vorbeugendes Schutzobjekt
FQA,Vorbeugendes Schutzobjekt für sich bewegende Objekte
FQA,Schutznetz
FQA,Schutzgitter
FQB,Vorbeugendes Schutzobjekt für gleitende oder schwebende Stoffe
FQB,Gleitschutz
FQB,Schneefang
FQC,Vorbeugendes Schutzobjekt zum Verhindern eines Herunterfallens
FQC,Schutzgeländer
FQC,Handlauf
FQC,Aufhängungsschutz
FQD,Vorbeugendes Schutzobjekt zum Schutz vor Herausfallen oder Zusammenprallen
FQD,Schutzschiene
FQD,Schutzgeländer
FQD,Schutzdach
FQE,Vorbeugendes Schutzobjekt für physikalisches Durchdringen
FQE,Schutzstoff
FQF,Vorbeugendes Schutzobjekt zum Verhindern von Blendeffekten
FQF,Blendschutz
FQG,Vorbeugendes Schutzobjekt zum Verhindern von Spritzern
FQG,Spritzschutz
FQH,Vorbeugendes Schutzobjekt zum Verhindern von manueller Beschädigung
FQH,Bruchschutz
FQJ,Vorbeugendes Schutzobjekt zum Verhindern von manuellem Entsperren
FQJ,Lukenschloss
FR,Schutzobjekt für Materialerosion
FR,Verschleißschutzobjekt
FRA,Verschleißschutzobjekt zur Anwendung von flüssigen Stoffen zwischen Objekten
FRA,Schmierobjekt
FRA,Schmieröl
FRB,Verschleißschutzobjekt zur Anwendung eines festen Trennstoffs zwischen Objekten
FRB,Verschleißschutz
FS,Schutzobjekt in Bezug auf die lokale Umgebung
FS,Umgebungsschutzobjekt
FSA,Umweltschutzobjekt in Form einer festen Pastenschicht auf einem anderen Objekt
FSA,Gips
FSA,Zement
FSA,Mörtel
FSB,Umweltschutzobjekt in Form eines verhärteten Flüssigkeitsfilms auf der Oberfläche eines anderen Objekts
FSB,Lack
FSC,"Umweltschutzobjekt in Form einer angewendeten oder induzierten Flüssigkeit, durch die das Objekt gegenüber extern induziertem Verfall oder Zerstörung widerstandsfähig gemacht wird"
FSC,Imprägnierung
FSC,Imprägnierungsplatte
FSD,"Umweltschutzobjekt, das Schutz vor Umwelteinflüssen bietet"
FSD,Unterstand
FSD,Lawinenschutzkonstruktion
FSD,Gebäude
FSD,Schuppen
FSD,Schneefang
FSE,Umweltschutzobjekt in Form einer Schwingungssteuerung
FSE,Seismisches Schwingungssteuerungsgerät
FSF,Umweltschutzobjekt in Form von Metalloxidation
FSF,Korrosionsschutz
FSF,Kathodischer Schutz
FSF,Opferanode
FSG,Umweltschutzobjekt in Form einer Versiegelung auf der Oberfläche eines anderen Objekts
FSG,Schutzversiegelung
FSH,Umweltschutzobjekt in Form einer KapillareffektSchutzschicht
FSH,Materialtrennschicht
GA,Erzeugungsobjekt für durch mechanische Energie erzeugte elektrische Energie
GA,Erzeugungsobjekt für elektrische Energie durch mechanische Energie
GAA,Erzeugungsobjekt für durch mechanische Energie erzeugte elektrische Energie für Wechselstrom
GAA,Wechselstromgenerator
GAA,Generator
GAB,Erzeugungsobjekt für durch mechanische Energie erzeugte elektrische Energie für Gleichstrom
GAB,Gleichstromgenerator
GAB,Dynamo
GAB,Generator
GB,Erzeugungsobjekt für durch chemische Reaktion erzeugte elektrische Energie
GB,Erzeugungsobjekt für elektrische Energie durch chemische Energie
GBA,Erzeugungsobjekt für durch chemische Energie erzeugte elektrische Energie aus einer nicht erneuerbaren Quelle
GBA,Elektrische Batterie
GBA,Batterie
GBB,"Erzeugungsobjekt für durch chemische Energie erzeugte elektrische Energie, das kontinuierlich durch Kraftstoff oder Oxidationsmittel angetrieben wird"
GBB,Brennstoffzelle
GC,Erzeugungsobjekt für durch Solarenergie erzeugte elektrische Energie
GC,Erzeugungsobjekt für elektrische Energie durch Sonnenenergie
GCA,"Erzeugungsobjekt für durch Sonnenenergie erzeugte elektrische Energie, das wasserbasiertes Halbleitermaterial verwendet"
GCA,Kristallines PhotovoltaikModul
GCA,Solarzelle
GCB,"Erzeugungsobjekt für durch Sonnenenergie erzeugte elektrische Energie, das dünnes Folienmaterial verwendet"
GCB,Dünnschichtphotovoltaikmodul
GCB,Solarzelle
GF,Erzeugungsobjekt von Signalen für Informationsträger
GF,Signalerzeugungsobjekt
GFA,Signalerzeugungsobjekt mit Verwendung elektromagnetischer Wellen
GFA,Elektromagnetwellensender
GFA,Lasersender
GFA,Radiowellensender
GFA,Fernsehstation
GFB,Signalerzeugungsobjekt mit Drähten
GFB,Signalgenerator
GL,Erzeugungsobjekt für kontinuierlich laufende Geräte
GL,Kontinuierliches Beförderungsobjekt
GLA,Kontinuierliches Beförderungsobjekt mit Transportband
GLA,Gurtförderer
GLA,Förderband
GLB,Kontinuierliches Beförderungsobjekt mit Kette
GLB,Kettenförderer
GLC,Kontinuierliches Beförderungsobjekt mit Rollen
GLC,Rollenförderer
GLD,Kontinuierliches Beförderungsobjekt mit Antriebsschnecke
GLD,Schneckenförderer
GLE,"Kontinuierliches Beförderungsobjekt, bestehend aus aneinandergereihten Stufen"
GLE,Rolltreppe
GLF,"Kontinuierliches Beförderungsobjekt, bestehend aus aneinandergereihten Behältern"
GLF,Paternoster
GLG,Kontinuierliches Beförderungsobjekt mit einer vibrierenden Oberfläche
GLG,Vibrationsförderer
GM,Erzeugungsobjekt für nicht kontinuierlich laufende Geräte
GM,Nicht kontinuierliches Beförderungsobjekt
GMA,Nicht kontinuierliches Beförderungsobjekt für horizontale Bewegungen
GMA,Wagen
GMB,Nicht kontinuierliches Beförderungsobjekt für vertikale Bewegungen
GMB,Aufzug
GMB,Hubgerät
GMC,"Nicht kontinuierliches Beförderungsobjekt, mit dem Objekte vertikal und horizontal bewegt werden"
GMC,Kran
GMD,"Nicht kontinuierliches Beförderungsobjekt, mit dem Objekte aneinandergereiht werden"
GMD,Palletierer
GMD,Stapler
GME,Nicht kontinuierliches Beförderungsobjekt mit Förderfluss
GME,Drehscheibe
GMF,"Nicht kontinuierliches Beförderungsobjekt, das Objekte durch Vibration in einem linearen Durchfluss bewegt"
GMF,Vibrationsförderer
GP,Erzeugungsobjekt für Flüssigkeiten
GP,Flüssigkeitsstromerzeugungsobjekt
GPA,FlüssigkeitsstromErzeugungsobjekt zum Verdrängen eingeschlossener Flüssigkeiten zur Auslassseite
GPA,Verdrängerpumpe
GPA,Peristaltikpumpe
GPA,Kolbenpumpe
GPA,Rotationspumpe
GPA,Schraubpumpe
GPA,Vakuumpumpe
GPB,FlüssigkeitsstromErzeugungsobjekt zum Steigern der Flussgeschwindigkeit durch mechanische Bewegung
GPB,Spumpe
GPB,Axiale Strömungspumpe
GPB,Zentrifugalpumpe
GPB,Laufrad
GPB,radiale Strömungspumpe
GPB,Vakuumpumpe
GPC,FlüssigkeitsstromErzeugungsobjekt zum Übertragen der kinetischen Energie eines Eingansstroms an einen Ausgangsstrom
GPC,Strahlpumpe
GPD,FlüssigkeitsstromErzeugungsobjekt zum Konvertieren potentieller Energie zu kinetische Energie durch Schwerkraft
GPD,Schmiervorrichtung
GPD,Öler
GQ,Erzeugungsobjekt für Gas
GQ,Gasstromerzeugungsobjekt
GQA,GasstromErzeugungsobjekt zum Verdrängen eingeschlossener Gase zur Auslassseite
GQA,Gaskompressor
GQB,GasstromErzeugungsobjekt zum Steigern der Flussgeschwindigkeit durch mechanische Bewegung
GQB,Mechanischer Ventilator
GQB,Luftvorhang
GQB,geschlossener Propellerlüfter
GQB,offener Propellerlüfter
GQB,Propeller
GQB,Käfigläuferlüfter
GQB,Ventilator
GQC,GasstromErzeugungsobjekt zum Übertragen der kinetischen Energie eines Eingansstroms an einen Ausgangsstrom
GQC,Gasstrahler
GR,Erzeugungsobjekt für durch Solarenergie erzeugte Wärmeenergie
GR,Erzeugungsobjekt für durch Solarenergie erzeugte Wärmeenergie
GRA,Erzeugungsobjekt für durch Solarenergie erzeugte Wärmeenergie in einem thermischen Flüssigkeitsdurchfluss
GRA,Solarpanel
GRA,Flachsolarpanel
GRB,"Erzeugungsobjekt für durch Solarenergie erzeugte Wärmeenergie, das einen Flüssigkeitsdurchfluss erzeugt"
GRB,Solarturm
HJ,Stoffbearbeitungsobjekt durch Urformen
HJ,Urformobjekt
HJA,Urformobjekt aus flüssigem Anfangsmaterialzustand
