Beispiel,Kennzeichen
 Bewegungs-sensor (PIR),BGF
 Positionssensor,BGF
Präsenzdetektor,BGF
 Radar,BGF
"Objekt zur Erkennung physikalischer Dimensionen für
physikalische Objekte",BGG
Objektscanner,BGG
2D-Scanner,BGG
 3D-Scanner,BGG
Koordinatenscanner,BGG
 Laserscanner,BGG
Erkennungsobjekt für Energie,BH
Energieerkennungsobjekt,BH
"Energieerkennungsobjekt für Durchflüsse mit einer definierten
Energiedichte",BHA
Durchflussenergiemessgerät,BHA
Kühlungsengergie-Messgerät,BHA
Energiezähler,BHA
 Energiesensor,BHA
Gasenergiezähler,BHA
"Energieerkennungsobjekt für thermische Durchflüsse mit einer
definierten Wärmekapazität",BHB
Wärmeenergiemessgerät,BHB
Kondensatsensor,BHB
 Energieküh-lungsmessgerät,BHB
 Energiezähler,BHB
Energiesensor,BHB
Energieerkennungsobjekt für Stromflüsse,BHC
Stromflussmessgerät,BHC
kWh-Sensor,BHC
Erkennungsobjekt für Leistung,BJ
Leistungserkennungsobjekt,BJ
"Leistungserkennungsobjekt, mit Skalarausgang",BJA
Leistungsmessgerät,BJA
kW-Zähler,BJA
"Leistungserkennungsobjekt, mit Booleschem Ausgang",BJB
Leistungsbegrenzungsschalter,BJB
Erkennungsobjekt für Zeit,BK
Zeiterkennungsobjekt,BK
"Zeiterkennungsobjekt, mit Skalarausgang",BKA
Zeitmessgerät,BKA
Uhr,BKA
 Zeitinformationsgerät,BKA
"Zeiterkennungsobjekt, mit Booleschem Ausgang",BKB
Zeitschalter,BKB
Zeitzähler,BKB
Erkennungsobjekt für Füllstand,BL
Füllstandserkennungsobjekt,BL
"Füllstandserkennungsobjekt, mit Skalarausgang",BLA
Füllstandsmesswertgeber,BLA
Füllstandsensor,BLA
Flüssigkeitsstandsensor,BLA
"Füllstandserkennungsobjekt, mit Booleschem Ausgang",BLB
Füllstandschalter,BLB
Flüssigkeitsstandschalter,BLB
Erkennungsobjekt für Feuchte,BM
Feuchteerkennungsobjekt,BM
"Feuchteerkennungsobjekt, mit Skalarausgang",BMA
Feuchtemesswertgeber,BMA
Feuchte-Messfühler,BMA
"Feuchteerkennungsobjekt, mit Booleschem Ausgang",BMB
Feuchteschalter,BMB
Feuchte-Messfühler,BMB
Erkennungsobjekt für Druck,BP
Druckerkennungsobjekt,BP
"Druckerkennungsobjekt, das einen Anschluss zur Erkennung
des absoluten Drucks verwendet, mit Skalarausgang",BPA
Absolutdruckmesswertgeber,BPA
Absolutdrucksensor,BPA
 Manometer,BPA
Druckwächter,BPA
 Drucksensor,BPA
Druckaufnehmer,BPA
"Druckerkennungsobjekt, das einen Anschluss zur Erkennung
des absoluten Drucks verwendet, mit Booleschem Ausgang",BPB
Absolutdruckschalter,BPB
Druckschalter,BPB
"Druckerkennungsobjekt, das zwei Anschlüsse zur Erkennung
des Differenzdrucks verwendet, mit Skalarausgang",BPC
Differenzdruckmesswertgeber,BPC
Differentialdrucksensor,BPC
 Druck-sensor,BPC
 Relativdrucksensor,BPC
"Druckerkennungsobjekt, das zwei Anschlüsse zur Erkennung
des Differenzdrucks verwendet, mit Booleschem Ausgang",BPD
Differenzdruckschalter,BPD
Drucksensor,BPD
 Druckschalter,BPD
Relativdrucksensor,BPD
 Relativdruck-schalter,BPD
Erkennungsobjekt für Substanzkonzentration,BQ
Konzentrationserkennungsobjekt,BQ
"Konzentrationserkennungsobjekt für Gas, mit Skalarausgang",BQA
Gaskonzentrationsmessgerät,BQA
CO-Konzentrationssensor,BQA
CO_{2} -Konzentrationssensor,BQA
Konzentrationssensor,BQA
NH_{3} -Konzentrationssensor,BQA
"Konzentrationserkennungsobjekt für Gas, mit Booleschem
Ausgang",BQB
Gaskonzentrationsdetektor,BQB
Konzentrationserkennungsschalter,BQB
"Konzentrationserkennungsobjekt für Flüssigkeiten, mit
Skalarausgang",BQC
Flüssigkeitskonzentrationsmessgerät,BQC
Konzentrationssensor,BQC
Nebelsensor,BQC
Benzinkonzentrationssensor,BQC
Sichtbarkeitssensor,BQC
"Konzentrationserkennungsobjekt für Flüssigkeiten, mit
Booleschem Ausgang",BQD
Flüssigkeitskonzentrationsdetektor,BQD
Konzentrationserkennungsschalter,BQD
Nebeldetektor,BQD
Sichtbarkeitsdetektor,BQD
"Konzentrationserkennungsobjekt für Feststoffe, mit
Skalarausgang",BQE
Feststoffkonzentrationsmessgerät,BQE
Konzentrationssensor,BQE
Rauchsensor,BQE
 Trübungssensor,BQE
Sichtbarkeitssensor,BQE
"Konzentrationserkennungsobjekt für Feststoffe, mit Booleschem
Ausgang",BQF
Feststoffkonzentrationsdetektor,BQF
Konzentrationserkennungsschalter,BQF
Rauchmelder,BQF
 Rauchschalter,BQF
Trübungsdetektor,BQF
Sichtbarkeitsdetektor,BQF
Erkennungsobjekt für Strahlung,BR
Strahlungserkennungsobjekt,BR
"Strahlungserkennungsobjekt für sichtbare elektromagnetische
Wellen, mit Skalarausgang",BRA
Lichtmessgerät,BRA
Lichtsender,BRA
 Photozelle,BRA
"Strahlungserkennungsobjekt für sichtbare elektromagnetische
Wellen, mit Booleschem Ausgang",BRB
Lichtdetektor,BRB
Lichtschranke,BRB
 linienförmigerDetektor,BRB
 Dämmungsschalter,BRB
 Lux-Sensor,BRB
"Strahlungserkennungsobjekt für nicht sichtbare
elektromagnetische Wellen, mit Skalarausgang",BRC
"Messgerät für elektromagnetische
Wellen",BRC
IR-Sensor,BRC
 Radarsensor,BRC
 UV-Sensor,BRC
"Strahlungserkennungsobjekt für nicht sichtbare
elektromagnetische Wellen, mit Booleschem Ausgang",BRD
Elektromagnetwellendetektor,BRD
Gammastrahlendetektor,BRD
"Strahlungserkennungsobjekt für nukleare Partikel, mit
Skalarausgang",BRE
Strahlungsmessgerät,BRE
Geigermesser,BRE
"Strahlungserkennungsobjekt für nukleare Partikel, mit
Booleschem Ausgang",BRF
Strahlungsdetektor,BRF
Erkennungsobjekt für Zeitbereich,BS
Zeitbereicherkennungsobjekt,BS
"Zeitbereicherkennungsobjekt für nicht rotierende Takte, mit
Skalarausgang",BSA
Taktratenmesswertgeber,BSA
Taktratensensor,BSA
Frequenzmesswertgeber,BSA
"Zeitbereicherkennungsobjekt für nicht rotierende Takte, mit
Booleschem Ausgang",BSB
Taktraten-Erkennungsschalter,BSB
"Zeitbereicherkennungsobjekt für Abstände, mit Skalarausgang",BSC
Geschwindigkeitsmesswertgeber,BSC
Bewegungssender,BSC
Geschwindigkeitssensor,BSC
"Zeitbereicherkennungsobjekt für Abstände, mit Booleschem
Ausgang",BSD
Geschwindigkeitserkennungsschalter,BSD
Bewegungsdetektor,BSD
"Zeitbereicherkennungsobjekt für Rotationen, mit Skalarausgang",BSE
Drehzahlmesswertgeber,BSE
Rotationsgeschwindigkeitssensor,BSE
"Zeitbereicherkennungsobjekt für Rotationen, mit Booleschem
Ausgang",BSF
Rotationsgeschwindigkeitsrelais,BSF
"Zeitbereicherkennungsobjekt für Geschwindigkeiten, mit
Skalarausgang",BSG
Beschleunigungsmesswertgeber,BSG
Seismischer Sensor,BSG
"Zeitbereicherkennungsobjekt für Geschwindigkeiten, mit
Booleschem Ausgang",BSH
Stoßindikator,BSH
Seismischer Schalter,BSH
 Vibrations-schalter,BSH
Erkennungsobjekt für Temperatur,BT
Temperaturerkennungsobjekt,BT
"Temperaturerkennungsobjekt, mit Skalarausgang",BTA
Temperaturmesswertgeber,BTA
Temperatursensor,BTA
"Temperaturerkennungsobjekt, mit Booleschem Ausgang",BTB
Temperaturschalter,BTB
Temperaturdetektor,BTB
Erkennungsobjekt für mehrere Mengen,BU
Mehrfacherkennungsobjekt,BU
"Mehrfacherkennungsobjekt, mit Skalarausgang",BUA
Mehrfachmesssensor,BUA
Multimeter,BUA
"Mehrfacherkennungsobjekt, mit Booleschem Ausgang",BUB
Mehrfachdetektor,BUB
Buchholz-Relais,BUB
 Distanzschutz-relais,BUB
 Impedanzschutzrelais,BUB
Gegenphasenfolgerelais,BUB
"Erkennungsobjekt für Gewicht, Kraft oder Drehmoment",BW
Krafterkennungsobjekt,BW
"Krafterkennungsobjekt für Gewicht, mit Skalarausgang",BWA
Gewichtmesswertgeber,BWA
Wägezelle,BWA
 Gewichtssensor,BWA
"Krafterkennungsobjekt für Gewicht, mit Booleschem Ausgang",BWB
Gewichterkennungsschalter,BWB
"Krafterkennungsobjekt für Kraft, mit Skalarausgang",BWC
Kraftmesswertgeber,BWC
Kraftaufnehmer,BWC
"Krafterkennungsobjekt für Kraft, mit Booleschem Ausgang",BWD
Krafterkennungsschalter,BWD
Kraftindikator,BWD
"Krafterkennungsobjekt für Drehmoment, mit Skalarausgang",BWE
Drehmomentmesswertgeber,BWE
Drehmomentsensor,BWE
"Krafterkennungsobjekt für Drehmoment, mit Booleschem
Ausgang",BWF
Drehmomentschalter,BWF
Drehmomentindikator,BWF
Erkennungsobjekt für Ton und/oder äußeres Erscheinen,BX
Audiovisuelles Erkennungsobjekt,BX
"Audiovisuelles Erkennungsobjekt für Schall, mit Skalarausgang",BXA
Schallmesswertgeber,BXA
Akustiküberwachungsgerät,BXA
Mikrofon,BXA
"Audiovisuelles Erkennungsobjekt für Schall, mit Booleschem
Ausgang",BXB
Akustikindikator,BXB
Glasbruchsensor,BXB
"Audiovisuelles Erkennungsobjekt für äußeres Erscheinen, mit
Skalarausgang",BXC
Bildgeber,BXC
Kamera,BXC
 CCTV,BXC
 PTZ-Kamera,BXC
Scanner,BXC
 Videokamera,BXC
"Audiovisuelles Erkennungsobjekt für visuelles Erscheinen, mit
Booleschem Ausgang",BXD
Bilderkennungsgerät,BXD
Gesichtserkennungsgerät,BXD
Fingerabdruckleser,BXD
 Iris-Scanner,BXD
Erkennungsobjekt für gespeicherte Informationen,BY
Informationserkennungsobjekt,BY
Informationserkennungsobjekt für elektrische Verbindungen,BYA
Chiplesegerät,BYA
Chipkartenlesegerät,BYA
Informationserkennungsobjekt für elektrische Felder,BYB
Elektromagnetisches Lesegerät,BYB
Magnetstreifen-Lesegerät,BYB
 RFC-Lesegerät,BYB
 RFID-Lesegerät,BYB
Lochstreifen-Lesegerät,BYB
Informationserkennungsobjekt für Licht,BYC
Optisches Lesegerät,BYC
Barcode-Lesegerät,BYC
 Lesegerät füroptische Platten,BYC
 QR-Lesegerät,BYC
Erkennungsobjekt für Ereignisse oder Mengen,BZ
Ereigniserkennungsobjekt,BZ
"Ereigniserkennungsobjekt zum Erkennen der Anzahl an
Ereignissen, mit Skalarausgang",BZA
Zähler,BZA
"Ereigniserkennungsobjekt zum Erkennen eines Ereignisses, mit
Booleschem Ausgang",BZB
Schwellenwertdetektor,BZB
"Ereigniserkennungsobjekt zum Erkennen des Vorhandenseins
von Menschen, mit Booleschem Ausgang",BZC
Personendetektor,BZC
Präsenzdetektor,BZC
"Ereigniserkennungsobjekt zum Erkennen des Vorhandenseins
von Stoffen, mit Booleschem Ausgang",BZD
Stoffdetektor,BZD
Objekt zum Speichern für ein späteres Abrufen,C
Speicherobjekt,C
"Speicherobjekt für elektrische Energie innerhalb eines
elektrostatischen Felds",CA
Kapazitives Speicherobjekt,CA
Kapazitives Speicherobjekt für elektrische Ladung,CAA
Kondensator,CAA
"Speicherobjekt für elektrische Energie innerhalb eines
elektromagnetischen Felds",CB
Induktives Speicherobjekt,CB
Induktives Speicherobjekt für induktive Ladung,CBA
Drosselspule,CBA
"Speicherobjekt für elektrische Energie innerhalb eines
elektrochemischen Stoffes",CC
Elektrochemisches Speicherobjekt,CC
Elektrochemisches Speicherobjekt für reversible Reaktionen,CCA
Wiederaufladbare Batterie,CCA
Speicherobjekt für Informationen,CF
Informationsspeicherobjekt,CF
Informationsspeicherobjekt auf einem Trägermedium,CFA
Informationsspeichermedium,CFA
"Speicherobjekt für Stoffe oder Personen innerhalb stationärer
offener Umschließungen",CL
Offenes stationäres Speicherobjekt,CL
Offenes stationäres Speicherobjekt für Flüssigkeiten,CLA
Becken,CLA
Bunker,CLA
 Zisterne,CLA
 Schacht,CLA
Offenes stationäres Speicherobjekt für feste Objekte,CLB
Ablagefach,CLB
Offenes stationäres Speicherobjekt für Personen,CLC
Sitz,CLC
Bett,CLC
 Stuhl,CLC
 Sofa,CLC
"Speicherobjekt für Stoffe innerhalb einer stationären
geschlossenen Umschließung",CM
"Geschlossenes stationäres
Speicherobjekt",CM
Geschlossenes stationäres Speicherobjekt für Flüssigkeiten,CMA
Tank,CMA
Geschlossenes stationäres Speicherobjekt für Feststoffe,CMB
Kasten,CMB
Gehäuse,CMB
 Schrank,CMB
"Speicherobjekt für Stoffe oder Personen innerhalb beweglicher
geschlossener Umschließungen",CN
Bewegliches Speicherobjekt,CN
Bewegliches Speicherobjekt für Feststoffe oder Personen,CNA
Behälter,CNA
Eimer,CNA
 Becher-Hebeanlage,CNA
 Bag-gerladeschaufel,CNA
 Aufzugskabine,CNA
Bewegliches Speicherobjekt für Gase,CNB
Gaszylinder,CNB
Bewegliches Speicherobjekt für Flüssigkeiten,CNC
Trommel,CNC
Speicherobjekt für Wärmeenergie,CP
Wärmeenergie-Speicherobjekt,CP
Wärmeenergie-Speicherobjekt Flüssigkeiten,CPA
Flüssigkeitstank,CPA
Wasserwärmer,CPA
Wärmeenergie-Speicherobjekt Gase,CPB
Gastank,CPB
Wärmeenergie-Speicherobjekt Feststoffe,CPC
Feststofftank,CPC
Wärmeenergie-Speicherobjekt Phasenwechselmaterialien,CPD
Kristalltank,CPD
Speicherobjekt für mechanische Energie,CQ
"Speicherobjekt für mechanische
Energie",CQ
"Objekt zum Speichern von mechanischer Energie in Form von
kinetischer Energie",CQA
Schwungrad,CQA
"Objekt zum Speichern von mechanischer Energie in Form von
elastischer Energie",CQB
Feder,CQB
Gummiband,CQB
"Objekt zum Speichern von mechanischer Energie in Form von
Gravitationsenergie",CQC
Gegengewicht,CQC
angehobene Masse,CQC
Objekt zum Aussenden,E
Aussendeobjekt,E
Aussendeobjekt für Licht,EA
Lichtobjekt,EA
Lichtobjekt mit Elektrizität,EAA
Elektrische Leuchte,EAA
Argonlampe,EAA
 Elektrolumineszenz-geräte,EAA
 Leuchtstofflampe,EAA
 Leucht-stoffröhre,EAA
 Glühlampe,EAA
 Lampe,EAA
Lampenbirne,EAA
 Laser,EAA
 Neonlampe,EAA
Lichtobjekt mit Gasverbrennung,EAB
Gaslampe,EAB
Lichtobjekt mit Flüssigkeitsverbrennung,EAC
Flüssigkeitslampe,EAC
Paraffinlampe,EAC
"Aussendeobjekt für durch elektrische Energie abgegebene
Wärme",EB
Elektroheizobjekt,EB
"Elektroheizobjekt, Wärmebereitstellung durch Flüssigkeit",EBA
Elektrokessel,EBA
"Elektroheizobjekt, Wärmebereitstellung durch eine Oberfläche",EBB
Elektroheizfläche,EBB
Bratplatte,EBB
 Heizmatte,EBB
 Sauna,EBB
"Elektroheizobjekt, Wärmebereitstellung durch Kabel",EBC
Heizkabel,EBC
"Elektroheizobjekt, Wärmebereitstellung durch Luftgebläse",EBD
Elektroheißluftgebläse,EBD
"Elektroheizobjekt, Wärmebereitstellung durch elektrischen
Lichtbogen",EBE
Lichtbogenheizobjekt,EBE
Lichtbogenofen,EBE
"Elektroheizobjekt, Wärmebereitstellung durch mit Stromfluss",EBF
Induktionserwärmer,EBF
Induktionsofen,EBF
"Elektroheizobjekt, Wärmebereitstellung durch Infrarotstrahlung",EBG
Infrarot-Heizung,EBG
"Elektroheizobjekt, Wärmebereitstellung durch beheizte
Oberfläche",EBH
Elektroofen,EBH
"Aussendeobjekt für durch elektrische Energie abgegebene
Kälte",EC
Elektrokühlobjekt,EC
Elektrokühlobjekt mit Kühloberfläche,ECA
Elektrokühloberfläche,ECA
Elektrokühlobjekt mit Luftgebläse,ECB
Elektrokaltluftgebläse,ECB
Elektrokühlobjekt mit Phasenänderung,ECC
Kompressionskältemaschine,ECC
Aussendeobjekt für drahtlose Energie,EE
Drahtlosenergie-Objekt,EE
"Kabelloses Stromübertragungsobjekt mit Verwendung von
induktiver Kopplung",EEA
Induktive Antenne,EEA
"Kabelloses Stromübertragungsobjekt mit Verwendung von
Mikrowellen",EEB
Magnetron,EEB
Maser,EEB
 Mikrowellenofen,EEB
"Kabelloses Stromübertragungsobjekt mit Verwendung von
Röntgenstrahlen",EEC
Röntgenstrahlenquelle,EEC
"Kabelloses Stromübertragungsobjekt mit Verwendung von
Gammastrahlen",EED
Gammastrahlenquelle,EED
"Kabelloses Stromübertragungsobjekt mit Verwendung von
kapazitiver Kopplung",EEE
Kapazitiver Koppler,EEE
"Aussendeobjekt für durch Wärmeenergie übertragene Wärme
und Kälte",EG
Wärmeenergie-Übertragungsobjekt,EG
Wärmeenergie-Übertragungsobjekt mit Phasenänderung,EGA
Wärmepumpe,EGA
Gefriergerät,EGA
 temperaturgeführteLadeeinheit,EGA
 Kühlschrank,EGA
Kühlcontainer,EGA
 Kühlregal,EGA
reversible Wärmepumpe,EGA
Wärmeenergie-Übertragungsobjekt mit Peltier-Effekt,EGB
Peltier-Element,EGB
"Wärmeenergie-Übertragungsobjekt zwischen Flüssen mit
Zwischenmaterial",EGC
Wärmeaustauscher,EGC
Aussendeobjekt für durch Verbrennung erzeugte Wärme,EM
Verbrennungsheizobjekt,EM
Verbrennungsheizungsobjekt zum Beheizen von Räumen,EMA
Heizofen,EMA
Verbrennungsheizungsobjekt zum Beheizen von Flüssigkeiten,EMB
Feuerungskessel,EMB
Verbrennungsheizungsobjekt zum Erwärmen von Feststoffen,EMC
Kochplatte,EMC
Aussendeobjekt für durch Wärmeenergie erzeugte Wärme,EP
Wärmeheizobjekt,EP
"Heizwärmeobjekt, Wärmebereitstellung durch eine beheizte
durchlässige Oberfläche",EPA
Heizfläche,EPA
"Heizwärmeobjekt, Wärmebereitstellung durch Flüssigkeit",EPB
Heizröhre,EPB
Heizspule,EPB
 Heizrohr,EPB
"Heizwärmeobjekt, Wärmebereitstellung durch eine beheizte
nicht durchlässige Oberfläche",EPC
Heizplatte,EPC
Kondensator,EPC
 Heizkörper,EPC
"Heizwärmeobjekt, Wärmebereitstellung durch Luftgebläse",EPD
Heißluftgebläse,EPD
Aussendeobjekt für durch Wärmeenergie erzeugte Kälte,EQ
Thermal-Kühlobjekt,EQ
"Thermal-Kühlobjekt zum Bereitstellen einer durchlässigen
Kühlfläche",EQA
Kühloberfläche,EQA
"Thermal-Kühlobjekt zum Bereitstellen einer nicht durchlässigen
Kühlfläche",EQB
Kühlplatte,EQB
Kondensator,EQB
 Kühlturm,EQB
Verdampfer,EQB
Thermal-Kühlobjekt mit Luftgebläse,EQC
Gebläsekühleinrichtung,EQC
Thermal-Kühlobjekt zum Kühlen von Flüssigkeiten,EQD
Kühler,EQD
"Thermal-Kühlobjekt zur Erzeugung kühler Flüssigkeiten in
Röhren",EQE
Kühlröhre,EQE
Kühlspule,EQE
 Kühlrohr,EQE
Aussendeobjekt für durch Kernspaltung erzeugte Wärme,ET
Nuklearenergie-Wärmeobjekt,ET
"Nuklearbetriebenes Heizobjekt zur Erzeugung von warmem
Wasser",ETA
Siedewasserreaktor,ETA
"Nuklearbetriebenes Heizobjekt zur Erzeugung von
Flüssigkeitsdampf",ETB
Druckwasserreaktor,ETB
"Nuklearbetriebenes Heizobjekt zur Erzeugung von warmem
Gas",ETC
Gasgekühlter Hochtemperaturreaktor,ETC
Kugelhaufenreaktor,ETC
Aussendeobjekt für subatomare Partikel,EU
Partikelaussendeobjekt,EU
Partikelaussendeobjekt mit Ionisierung,EUA
Plasmagenerator,EUA
Partikelaussendeobjekt ohne Ionisierung,EUB
Partikelgenerator,EUB
Alphastrahlengerät,EUB
 Betastrahlen-gerät,EUB
 Neutronenstrahlengerät,EUB
Aussendeobjekt für Schallwellen,EV
Schallwellenaussendeobjekt,EV
"Schallwellenaussendendes Objekt mit Verwendung von
Ultraschallfrequenzen",EVA
Sonar,EVA
"Schallwellenaussendendes Objekt mit Verwendung hörbarer
Frequenzen zur Geräuschreduzierung",EVB
"Lautsprecher zur
Geräuschunterdrückung",EVB
"Objekt zum Schutz vor den Auswirkungen gefährlicher oder
unerwünschter Bedingungen",F
Schutzobjekt,F
Schutzobjekt für Überspannung,FA
Überspannungsschutzobjekt,FA
Überspannungsschutzobjekt mit Funkenstrecke,FAA
Funkenstrecken-Überspannungsableiter,FAA
Begrenzer,FAA
Überspannungsschutzobjekt mit Varistor,FAB
Varistor-Überspannungsableiter,FAB
Begrenzer,FAB
Überspannungsschutzobjekt mit Zener-Diode,FAC
Zener-Diode,FAC
Begrenzer,FAC
Überspannungsschutzobjekt mit Überspannungsableitung,FAD
Überspannungsableiter,FAD
Schutzobjekt für Erdschlussströme,FB
Erdschlussstrom-Schutzobjekt,FB
"Erdschlussstrom-Schutzobjekt, mit dem ein elektrisches
Netzwerk überwacht wird und das im Falle von
Erdfehlerströmen abgeschaltet wird",FBA
Fehlerstromschutzschalter,FBA
Geräteableitstromunterbrecher,FBA
Erdschlussschutzschalter,FBA
 Erd-fehlerstromschutzschalter (ELCB),FBA
FI-Schutzschalter,FBA
 Fehlerstrom-schutzschalter,FBA
 Fehlerstromtrenn-schalter (RCCB),FBA
"Erdschlussstrom-Schutzobjekt, mit dem der Wert eines
Erdfehlerstroms beschränkt wird",FBB
Erdschlussstrom-Begrenzer,FBB
Neutraler Erdungsreaktor,FBB
 neutraleErdungsimpedanz,FBB
 Petersen-Spule,FBB
Schutzobjekt für Überströme,FC
Überstromschutzobjekt,FC
"Überstromschutzobjekt, das den Kreis, in dem es sich befindet,
durch Unterbrechen des Stroms öffnet, wenn dieser für eine
bestimmte Zeit einen bestimmten Wert überschreitet",FCA
Sicherung,FCA
"Überstromschutzobjekt, das über die Fähigkeit verfügt, Ströme
unter normalen Stromkreisbedingungen zu erzeugen, zu leiten
und zu unterbrechen und Ströme unter bestimmten
ungewöhnlichen Stromkreisbedingungen zu leiten und
automatisch zu unterbrechen
ANMERKUNG Diese Klasse ist für Schutzschalter nach der
Normenreihe IEC 60898 vorgesehen.",FCB
Leistungsschutzschalter,FCB
"Überstromschutzobjekt, das den Kreis, in dem es sich befindet,
durch Unterbrechen des Stroms öffnet, wenn dieser für eine
bestimmte Zeit einen bestimmten Wert überschreitet",FCC
Bimetall,FCC
Bimetall-Schutzschalter,FCC
thermische Überlastauslösung,FCC
thermisches Überlastrelais,FCC
Schutzobjekt für elektrische und/oder magnetische Felder,FE
Feldschutzobjekt,FE
Feldschutzobjekt für elektrische Felder,FEA
Elektrische Feldabschirmung,FEA
Faradayscher Käfig,FEA
Feldschutzobjekt für Magnetfelder,FEB
Magnetfeldabschirmung,FEB
Mu-metallische Abschirmung(gegen statische oder Niedrig-frequenz-Magnetfelder),FEB
Feldschutzobjekt für elektromagnetische Felder,FEC
"Elektromagnetische
Feldabschirmung",FEC
Betonwand,FEC
 Faradayscher Käfig,FEC
Bleiblock,FEC
 Metallbleche,FEC
Schutzobjekt für Drücke,FL
Druckschutzobjekt,FL
"Druckschutzobjekt, das Dampf oder Flüssigkeit abgibt, wenn
der Druck einen festgelegten Grenzwert überschreitet",FLA
Sicherheitsventil,FLA
"Druckschutzobjekt, bei dem ein Luftstrom geöffnet wird, wenn
sich der Druck über oder unter einem festgelegten Grenzwert
befindet",FLB
Sicherheitsklappe,FLB
"Druckschutzobjekt, mit dem ein Vakuum verhindert wird",FLC
Rückschlagventil gegen Vakuum,FLC
"Druckschutzobjekt, das im Falle eines übermäßigen
Differenzdrucks irreversibel aufgebrochen wird",FLD
Berstplatte,FLD
"Druckschutzobjekt, das über eine Volumenausdehnung verfügt",FLE
Expansionstank,FLE
Expansionsgefäß,FLE
Schutzobjekt für Feuer,FM
Brandschutzobjekt,FM
"Brandschutzobjekt, das bei Erkennen eines Brandes den
Luftstrom unterbricht",FMA
Brandschutzklappe,FMA
"Brandschutzobjekt, das bei Erkennen von Rauch den Luftstrom
öffnet oder unterbricht",FMB
Rauchschutzklappe,FMB
"Brandschutzobjekt, das bei Erkennen eines Brandes und/oder
bei Erkennen von Rauch den Luftstrom unterbricht",FMC
Brand- und Rauchschutzklappe,FMC
Brandschutzobjekt zur manuellen Bedienung,FMD
Feuerlöscher,FMD
"Brandschutzobjekt, das bei Erkennen eines Brandes und/oder
bei Erkennen von Rauch einen Durchgang versperrt",FME
Brandschutzblende,FME
"Brandschutzobjekt, das einen Bereich in Rauchzonen unterteilt",FMF
Rauchschutzvorhang,FMF
"Brandschutzobjekt, das ein Loch schließt, mit dem ein
Ausbreiten eines Brandes verhindert wird",FMG
Rauchabschottung,FMG
Brandschutzobjekt zur Oberflächenabdeckung,FMH
Brandisolierung,FMH
Brandschutzobjekt zur Oberflächenbeschichtung,FMJ
Feuerschutzmittel,FMJ
Brandschutzmittel,FMJ
Brandschutzobjekt zur Imprägnierung,FMK
Brandschutzimprägnierung,FMK
Schutzobjekt für mechanische Kraft,FN
"Objekt zum Schutz vor mechanischer
Kraft",FN
"Objekt zum Schutz vor mechanischer Kraft, das für eine
Trennung sorgt, wenn das Drehmoment zu hoch ist",FNA
Sicherheitskupplung,FNA
"Objekt zum Schutz vor mechanischer Kraft, zur Stoßdämpfung",FNB
Stoßschutz,FNB
Kabelschutz,FNB
Schutzobjekt durch Barriere oder Hindernis,FQ
Vorbeugendes Schutzobjekt,FQ
Vorbeugendes Schutzobjekt für sich bewegende Objekte,FQA
Schutznetz,FQA
Schutzgitter,FQA
"Vorbeugendes Schutzobjekt für gleitende oder schwebende
Stoffe",FQB
Gleitschutz,FQB
Schneefang,FQB
"Vorbeugendes Schutzobjekt zum Verhindern eines
Herunterfallens",FQC
Schutzgeländer,FQC
Handlauf,FQC
 Aufhängungsschutz,FQC
"Vorbeugendes Schutzobjekt zum Schutz vor Herausfallen oder
Zusammenprallen",FQD
Schutzschiene,FQD
Schutzgeländer,FQD
 Schutzdach,FQD
Vorbeugendes Schutzobjekt für physikalisches Durchdringen,FQE
Schutzstoff,FQE
Vorbeugendes Schutzobjekt zum Verhindern von Blendeffekten,FQF
Blendschutz,FQF
Vorbeugendes Schutzobjekt zum Verhindern von Spritzern,FQG
Spritzschutz,FQG
"Vorbeugendes Schutzobjekt zum Verhindern von manueller
Beschädigung",FQH
Bruchschutz,FQH
"Vorbeugendes Schutzobjekt zum Verhindern von manuellem
Entsperren",FQJ
Lukenschloss,FQJ
Schutzobjekt für Materialerosion,FR
Verschleißschutzobjekt,FR
"Verschleißschutzobjekt zur Anwendung von flüssigen Stoffen
zwischen Objekten",FRA
Schmierobjekt,FRA
Schmieröl,FRA
"Verschleißschutzobjekt zur Anwendung eines festen
Trennstoffs zwischen Objekten",FRB
Verschleißschutz,FRB
Schutzobjekt in Bezug auf die lokale Umgebung,FS
Umgebungsschutzobjekt,FS
"Umweltschutzobjekt in Form einer festen Pastenschicht auf
einem anderen Objekt",FSA
Gips,FSA
Zement,FSA
 Mörtel,FSA
"Umweltschutzobjekt in Form eines verhärteten Flüssigkeitsfilms
auf der Oberfläche eines anderen Objekts",FSB
Lack,FSB
"Umweltschutzobjekt in Form einer angewendeten oder induzier-ten Flüssigkeit, durch die das Objekt gegenüber extern indu-ziertem Verfall oder Zerstörung widerstandsfähig gemacht wird",FSC
Imprägnierung,FSC
Imprägnierungsplatte,FSC
"Umweltschutzobjekt, das Schutz vor Umwelteinflüssen bietet",FSD
Unterstand,FSD
Lawinenschutzkonstruktion,FSD
Gebäude,FSD
 Schuppen,FSD
 Schneefang,FSD
Umweltschutzobjekt in Form einer Schwingungssteuerung,FSE
Seismisches Schwingungs-steuerungsgerät,FSE
Umweltschutzobjekt in Form von Metalloxidation,FSF
Korrosionsschutz,FSF
Kathodischer Schutz,FSF
 Opferanode,FSF
"Umweltschutzobjekt in Form einer Versiegelung auf der
Oberfläche eines anderen Objekts",FSG
